text,label
宝贝收到了包装很完整价格实惠非常满意的一次购物经历,0
宝贝一级棒师傅也太负责了好评,0
电视质量不错色彩鲜艳放客厅刚刚好客服态度也不错,0
挺好的性价比高,0
电视机很好价格便宜服务好电视显示效果还可以,0
电视不错的送货上门暂时还没有安装,0
本人双买的这个电视外观好看档次高我的型号是创维寸超薄的昨天刚开机电视给我感觉就是小了一点我本来打算放客厅现在放卧室了我房间要买创维寸的蓝牙遥控器随意切换一点都不卡点什么都是秒出来好看大气我还要再买一台寸的真的好喜欢他的架子就是好看不卡大气买的你放心买的你安心买的你绝对不后悔走过路过千万别错过支持买买买差不多了我去忙了非常好,0
电视收到了显示屏非常清晰价钱实惠非常满意,0
物流客服都很给力比想象的还大画面也清晰,0
曲屏就是比一般的屏清晰价格还不贵,0
年会奖品屏幕色彩不错,0
终于等到了他的到来还没看呢但是之前的小米电视感觉不错,0
物流就是快东西也是正品,0
电视和想象的差不多海尔大品牌值得信赖客服态度好有啥事立马解决非常喜欢值得大家购买过几天追评,0
觉得是物有所值首先送货速度和送货态度都非常满意然后打开电视确实做工精细画面流畅清晰操作也很人性化总之比较满意,0
性价比超高非常划算而且机器也不错满意,0
物超所值,0
开箱通电后没啥问题送货的师傅还是很负责的曲面屏的确上档次自己上几颗螺丝安装了希望不要出问题,0
今天下单中午就到速度快下午马上安装晚上就能看神速,0
感觉不错装起来美的很现在只想看电视了什么都不想干,0
还很便宜值得这个价格很好,0
产品很好目前很满意但我支付的年售后服务没有任何凭证我不知如何取得请告知,0
挺不错的价钱实惠,0
漂亮大气物超所值,0
东西不错很薄很轻,0
送货上门超级快特别给力自己装上了特省事特方便真的太超值了爸妈特别喜欢电视操作很简单主要遥控器方便视频好多电视剧可以开开心心大屏追剧哈哈哈哈哈京东就是快风行就是好,0
物美价廉哈真行不错下次自己房间再买,0
物流很快显示效果也非常不错,0
用过一段时间才来评价电视很清晰设计漂亮很满意的一次购物感谢京东谢谢送货小哥,0
很好两点下单上午就到了服务很好,0
京东超级会员在京东买了好多东西一直很好售后还是物流都很满意东西超级喜欢,0
物流很快到货后第二天安装用的看效果不错买的物有所值比去商场买感觉省时省力省不省钱目前不知估计应该贵不到哪去也懒的去比价了,0
产品质量可以,0
电视机效果非常好颜色出彩画面清晰流畅另外客服七喜阳光坚果的服务也很到位棒棒哒,0
硬屏的图像清晰性价比高希望后期不要出什么质量问题,0
妈妈说电视机不错用一段时间再说呗,0
电视机很满意大小也正好画质音色都不错很棒另外橘子西瓜客服棒棒哒,0
不错的小米电视便宜质量也不错哦性价比很高晒单收起向左转向右转,0
东西收到了快递很给力就是什么配件都没有连最起码的数据线都没有,0
挺好的跟想象中的差不多物流也快送货师傅也很好,0
整体效果很好性价比超高,0
安装师傅很负责说是空心墙多加了几颗螺丝固定电视试看了下感觉不错晒单收起向左转向右转,0
挺好的,0
电视非常好京东送货非常快安装师傅也非常负责态度很好屏幕非常清晰价格也非常合理主要给孩子买来看动画片不愧是非常清楚孩子很喜欢而且非常薄总之非常满意,0
很好用色彩很好简单易用,0
电视给父母买的父母觉得很满意,0
给妈妈买的送货超级快免费安装送货人员服务也很热情安装师傅很用心给妈妈耐心讲解妈妈说画面很清晰内容也很丰富在家里放着也不大不占地方挺好的电视,0
就不上图了一句话还不错,0
卧室用的画面挺清晰但是不能离近看否则颜色会很诡异安装师傅挺好的,0
京东就是好速度快送货师傅认真负责售后安装态度好,0
非常满意双十二抢的卧室以后也买这种,0
还可以吧还没用看着挺不错的物流也挺快,0
东西很好经常在京东买东西,0
新疆的送货很及时态度也很不错安装需要安装费可能是比较远不过没有让他安装自己装的电视很清晰但有时屏幕下面部分有些许花时间很短可能是网的问题过段时间再看看,0
双买的电视～发货速度很快～第二天就送到家里了～当时打电话安装师傅很快就到了～外观很漂亮～图像清楚关键是前期服务确实不错～,0
海尔大品牌售后不错用着放心,0
快递服务好好高大,0
实惠值得购买性价比高下次再光顾,0
电视收到了画面超清晰,0
早上下单一天后就收到货自己拿着底座装好第二天早晨起来打开电视看了两个大片色彩绚丽音质很好非常满意,0
电视不错后面的借口有弊端电视挂墙后连线顶着墙了,0
电视机不错音响效果好画质清晰我是双十一买的双的前两天我才收到货打了好多投诉电话让我很不开心耽误了一个月的时间安装工得态度不错服务也好给安装工点个赞,0
送货快安装快,0
大品牌防静电包装值得信赖,0
暴风电视蛮清楚的外观也漂亮性价比可以,0
看起来还不错电视剧很大的,0
很好的购物体验产品更是没得说画质音质绝对是物超所值,0
今天刚收到货还不错,0
电视已经收到货整体来说操作界面很清晰很简洁会用普通电视遥控器就能熟练操作风行电视电视画面非常清晰应用包含许多内容比如电影综艺幼儿卡通等等屏幕大我今年双下的单活动价买的非常超值晒单还给价值多元的风行年的金牌会员更超值啦这个电视值得购买一定推荐给身边的朋友,0
我老妈可喜欢这电视了不错不错五星好评,0
电视到了很不错安装很方便但是送儿童会员月卡还没送客服说到时会发短信给我,0
就是薄看着非常不错,0
挺好的是我喜欢的,0
东西收到了京东发货太快了不错,0
非常好的电视使用满意,0
不错很好用视觉效果很棒,0
电视不错很喜欢,0
双十二抢购价格很优惠第二天就送到安装特意用了几天才来评价寸放小客厅里正好画面清晰资源丰富是部值得推荐的好电视,0
屏幕非常清晰,0
物超所值晒单收起向左转向右转,0
物流快大电视看着就是舒服,0
京东客服商家客服都好电视有点问题当天反馈第二天就来换新售后好打电话就来京东值得信赖,0
不错值,0
电视还没开始用今天师傅上门安装在了墙上超赞,0
小米官网比这里贵一块钱嘟嘟嘟诺诺头用起来非常好祝福我俩同学看着电视和和美美幸福永久,0
好挺不错的很薄不占地方,0
不错很好性价比很高值得推荐购买做工精致,0
好用了很长时间才来评论很清晰,0
买给爸妈还不错,0
东西十分不错很实用还会再买,0
真的很好京东快递不用说两天就到了送货上门服务态度很好这电视买值了很清晰儿子挺喜欢看电视的连接无线网是也挺流畅的特地使用几天之后再来评价的,0
电视很棒,0
价格便宜值得购买,0
饥饿营销永远都是抢购的节奏性价比还是挺高的至于质量只有用过的才知道,0
寸刚好够大清晰度不错希望质量没问题晒单收起向左转向右转,0
不错不错,0
一共买了六台创维的电视值得信赖客服的态度也是棒棒的,0
刚到型号清晰度好没有破损遥控灵活声音清脆快递一早就送货上门通电等待师傅上门安装,0
双十一买的特意用了这么久才来评价确实很满意上门安装师傅服务也很好后期回访也很认真十分满意的网淘,0
质量超级棒价格便宜,0
非常满意全部五星好评,0
京东秒杀抢的应该是寸里面相当便宜的一款了下单后第二天就送货上门非常快家中急着用没预约就自己装了座装就安装两个支架很方便打开电视机连上家中马上就能使用色彩也不错不足的应该在于自带的片源与合作但片源不能说高清还是要自己安装应用插上家中的模拟信号线也没有问题,0
非常满意,0
送货快画面清晰功能齐全价格便宜,0
无线网络连接很方便大屏幕看电影太爽了自带应用很多好看视频遥控器手感很好,0
服务好,0
京东真的很快昨晚下单今天早上就送到了,0
东西已收到第二次买还是三星客服人很好谢谢物流很快送货的小哥认真负责人很好帮开箱通电画壁电视很漂亮特别是边框非常好,0
用了一段时间感觉还不错画质挺清晰的感觉还算不错吧,0
飞利浦的电视很不错色彩真好,0
非常满意,0
东西还不错质量比较让人放心,0
宝贝不错音质效果都很好,0
很不错双十一买的屏幕大分辨率完全足够了平时看电视和电影都可以享受遥控器很简洁家里老人要学习一下总体满意,0
感觉挺不错的声音和画质还行就是得找的片源用以前的一些比较小的视频看起来感觉模糊了分辨率好高啊,0
宝贝收到很好再来物流也快,0
给外婆买的屏幕色彩很清晰非常不错的,0
第一次在京东购买电器号下单号就收到货了电视画面清晰棒棒的安装师付很热情服务周全五分好评,0
东西很是实惠哦,0
电视便宜,0
比想象中大而且不露光安装师傅也没有收费看了几天感觉不错,0
屏幕大屏幕色彩也算开机慢音响有点闷声相比风行寸的我更喜欢风行还送年会员我家一共买了三台小米曲面放客厅风行次卧风暴放主卧还是风行给我感觉最好音响也棒速度快送会员三年资源多晒单收起向左转向右转,0
电视不错就是刚买上就降价啦还好申请了价格保护,0
日日顺物流服务号速度很快第二天就到了,0
好评买了两台都开箱验机了账号也登录看过了周末找人来安装对小米的印象越发好了用段时间后回来追评,0
电视很不错家里还没办网就连电脑放了几个视频效果很不错后续使用情况再追评,0
商店用来做展示用的符合预期面积大三星屏色彩层次都不错分辨率已经是必须的了再回头看原来寸已经没法看了输入接口也够用如果加上遥控器声控就完美了顺便提醒机配喇叭只能基本发声如果要和这个漂亮的屏匹配建议加一套音箱效果就出来了感觉超值的是有大量节目爽爆还有体育和少儿类的也是不错的值得推荐,0
货已收到物流速度快包装完整画质清晰,0
寸的电视果然超级大画质音质也很好总之很不错,0
电视机比较清晰很不错,0
以这个价位来说不错了在期望值内,0
客厅小这个寸的刚好的性价比不好号下单号送到标准京东速度由于只安底座送货员给开箱通电无任何问题签字几分钟搞定底座安装简单颗螺丝电视看了几天电视整体是塑胶黑色的窄边画面质量好我用的天威高清很清楚电视自带的节目资源很多动画片电视剧综艺电影都不错家里移动的宽带播放流畅,0
爸妈非常满意超级清晰好评,0
质量很好服务态度也很好很满意的一次购物,0
电视不错挺好的,0
老公帮叔叔买的小米的品牌一直喜欢这次价格还可以,0
显示效果很好色彩还原真实鲜艳价廉物美的好东西关键是送三年会员很实惠用三年会员就够了三年后肯定有更好的电视出来了,0
飞利浦的值得信赖用了一段时间没有什么问题就是安装调试居然是收费的⊙﹏⊙,0
刚开始对比了好几个牌子最终选择老品牌的东西质量可以放心主要是他们家的音箱好打开试了确实不错做工很精细外观也上档次对得起这个价钱性价比很高快递小哥很给力我们这电梯还没运行小哥直接抗上楼早上送来下午安装服务很到位对这次网购非常非常满意星好评,0
大品牌质量很好价格便宜活动价买的,0
师傅包送上村四楼很热情给个赞安装调试是要收点费用的很喜欢价格美丽高清窄边框客服很热心解决所有疑问回复很快赞一个英寸看着真的很大气,0
不错,0
还不错老人家在家物流和安装也很给力送货当天就安装好老爸还特意量了尺寸和规格说明是一样的尺寸具体效果和质量待后续使用,0
东西很好,0
外观很大气很薄安装师傅服务很好,0
效果不错性价比很高,0
挺好的老人看听清楚,0
很不错价格实惠画质好暂时没问题,0
放在门店里使用系统流畅显示清晰不错不错,0
当天下单第二天早上就送到了确实不错摆在客厅高端大气晒单收起向左转向右转--追加昨晚看了一晚上的电影超爱以后爸妈可以慢慢的消磨时间了比较了好几个互联网品牌还是风行性价比高这么便宜的价格能买到真值收起向左转向右转,0
电视不错挺清楚的声音也不错索尼就是好,0
好给力颜色鲜明值得买,0
不错很好就是放在我家三楼有点摆不下太大了点,0
终于收到我需要的宝贝了东西很好价美物廉谢谢卖家说实在这是我购物来让我最满意的一次购物无论是卖家态度还是对物品我都非常满意的卖家态度很专业热情有问必答回复也很快我问了不少问题他都不觉得烦都会认真回答我这点我向卖家表示由衷的敬意这样的好卖家可不多再说宝贝正是我需要的收到的时候包装完整打开后让我惊喜的是宝贝比我想象中的还要好不得不得竖起大拇指下次需要的时候我还会再来的到时候麻烦给个优惠哦,0
满意的一次购物家里装修新房了接近尾声了想买个大点的电视充个门面也经常上网购物我这个人毛病多对画质和音质有绝对的要求最开始关注家里的老牌子去商场看中了堪称完美可是价格有点高回家网上找电视突然发现了雷鸟了解才知道是的子品牌第一印象就是底座很漂亮果断下单因为前期没有网络下电影试了试很清晰运动补偿就是想要的效果和朋友家的做过对比系统界面一模一样画质一样音响效果一点不比哈曼卡顿的差主要是性价比非常高非常开心强力支持雷鸟,0
物流很快,0
买第二次了非常不错,0
双十一买贵了退了屏幕看着不太好有点渣不过相对价钱还是很划算的安装人员真的服务很好进门两次自带鞋套耐心帮我找安装合适高度点赞安装费挂架很便宜了安装后米家还可以控制电视有点屌,0
电视价钱很实惠快递的速度很快两天到货很赞京东服务很好电视买回来有一段时间了挺清晰的在实体店是买不到这么好的东西的支持支持风行,0
使用了多年康佳还是那么好快递小哥也很到位提前联系到货安装调试都很到位赞一个,0
大品牌就是不一样,0
电视收到了包装很完好感觉很厚实外观很好边框薄要是黑色会更显薄开机速度很快各种界面切换很流畅可以看出系统强大总之很好,0
配送速度很快农村也可以及时送到不得不佩服强大的配送网络支持东哥,0
不错,0
物超所值售后服务态度非常好,0
很大很不错喜欢了双买的很便宜酷开是创维旗下的品质也很有保障安装师傅也很快就预约安装服务不错,0
电视机收到了京东发货很快,0
我买了两个风行电视本来买给老人用的因为便宜但是装好开机以后发现这也太好了吧性价比很高屏幕很好色彩很好尤其是遥控器特别好哈哈哈不错不错以后还买风行吧片源好像也很多专业做电是的品牌真心棒哈哈,0
电视不错价格合理画面很清晰,0
信价比非常高质量第一不愧为国字号大品牌机售后服务服务完美开票也很快我家大中小三台电视机都是品牌值得推荐,0
送人的不错,0
双购买的第二天到货安装在网上比较了海信长虹及其他几个品牌最后选择创维感觉功能强大的比较前卫内存相同价格里都没这种配置电视机整体设计时尚显示效果很惊艳不是吹的盘上电脑考的高清片源清晰度非常好色彩非常鲜艳看起来好有立体感身临其境感觉特别是图片显示也是高清图色彩异常靓丽酷开的系统系统响应速度很快资源挺多的全金属机身视觉无边框核处理器配置好电视才能运行快电视外表整体做工还行拥有技术广色域技术色彩好拥有技术广色域技术画质清晰音质也还好杜比解码解码立体环绕音效搭载酷开系统安装师傅服务态度很好安装比较专业耐心的教如何使用京东购物是正确的选择好评,0
电视非常漂亮价格也很便宜真是太好了大大的赞,0
说真的这个显示器真心不错,0
电视不错很清楚有时候会卡,0
不错,0
物流发货速度还是挺快的值得推荐给大家,0
给父母买的父母挺满意的挺高大上的推荐购买,0
不错美观,0
质量很好就是下载的影视很少开机有点慢,0
电视非常漂亮图像清晰值得购买晒单收起向左转向右转,0
好评,0
朋友觉得不错很喜欢,0
还没开箱应该不错使用后再评论,0
给家里老人买的很不错哦价格实惠,0
挺好的还没安装送货速度快,0
电视图像很清晰质量保证价格也合理物流也很快大家放心购买,0
外观大气系统流畅内置工具丰富购物非常满意,0
挺不错电视比我想象中大快递必须点赞半夜还在忙着送货,0
可以不错的东西索尼公司别出太次的东西了免得让人失望丧失了对品牌的信任,0
品质好服务也很贴心,0
双十一的时候对比了好多款电视最终选择了这款风行的电视师傅送到家里之后试用半个月才来评价的画面很清晰电影电视资源很丰富可以看最新更新的电影和电视用移动的网络很流畅一点都不卡性价比超高的,0
回来就试机了画质清晰外形美观大气原来放寸电视柜全占满了物流服务非常到位高清节目更是表现的细致入微没有卡顿和模糊小孩以前喜欢看手机现在回家只要看电视说跟教室里的一样大手机换屏非常好玩下个软件就能做到带蓝牙功能比别的牌子性价比高下手别犹豫,0
电视机不错双十一的价格也不错但安装师傅的收费与网页上的价格不同送货安装是同一个人不清楚是谁的问题最后电视机是自己安装的,0
这是一款性价比超高的智能网络电视机又是沪深上市公司兆驰股份正规大厂生产的电视机京东配送速度很快而且支持开箱通电验货安装人员也很专业智能电视机的电视内容是和合作的电视内容丰富精彩很满意,0
宝贝很好海尔售后服务态度一流的棒信赖京东信赖国产大品牌买电器上京东,0
对安装师傅的服务非常满意还是加班给安装的谢谢了,0
快递很准时服务也好电视屏幕画面很清晰音质做工很好没有瑕疵客服也能耐心解答希望耐用,0
非常满意的产品家人都喜欢,0
爸妈房子刚装完筹划给他们买个电视我用的是几年前买的夏普当时寸的价格就要直下式显示效果相当好但据说现在的夏普已经不是当年的夏普了将目光转移到大法同样只考虑直下式兼具性价比锁定了系列联系了了京东安装费用元比起厂家便宜多了京东的一大优势就是报价买完碰上双特价先后保价次便宜了将近元加上用-券总共不到划算,0
做活动买的挺实惠,0
电视屏幕大总的来说不错用来连接电脑当显示屏使用遥控器反应迟钝经常链接不上电脑用来看电视应该没问题,0
很好不错,0
还不错喜欢,0
不错,0
自营家电品质有保证暴风电视非常实惠性价比很高,0
电视不错外观也漂亮好评好评,0
买了送人的大小很合适送货很快包装也不错的,0
很不错的一款商品很满意,0
东西还没用感觉性价比高质量好外观很高大上搞活动买的很划算,0
非常愉快的一次购物昨天下的单子今天就到货安装师傅比较细心复合很好京东给力夏普给力,0
非常超值的平板电视大小刚合适高清确实效果好操作方便片源丰富百事通很爽再买两个小的放卧室绝对的高性价比之王买对了,0
这电视不错价钱便宜服务一流辛苦了快递员要求加工资,0
不错师傅态度很好安装顺利电视机也很满意,0
买回来给店里用的但还没装修完不知道怎么样价格还不错刚好搞活动买的比较值,0
很好的一次网购快递速度超快安装师傅服务很好电视开机速度快音质很优越这个价格性价比超高还送三年售后极力推荐购买不愧大厂出品,0
风行电视关注很久了这个电视心仪已久想买一年多了今年赶上双这个价位买到量子点真是超值性价比超高产品品质服务及物流都超赞真好等我的兆驰涨到元就再买个大的,0
是在做活动是买的还是很优惠物流速度很快京东物流必须赞一个上门的装修师傅很亲和售后也很耐心购买体验是非常不错的画面还是蛮清晰而且遥控器反应速度快看电影看电视剧都可以下一个当贝影视快搜搜得到而且风行的这款电视在网上的评论也都是蛮好属于高性价比的那一种,0
什么也不说绝对星我在网上经过几天的评比还是决定对暴风下手号下单号下午就到京东之快送货员还在我家门口等了二十几分钟不但没生气还同我把电视检查无质量问题才付款我自己不会装座架笨就打电话给京东十几分钟就来人免费安装了服务一流电视图像音效都让我很满意我决定今后都在京东购物了,0
质量完美快递速度快服务态度超级好,0
双买的小米寸超薄电视中间电视出现点问题后来妥善解决了试看了不错语音功能非常先进挺好的,0
不错哦大气欧美潮流,0
电视收到了屏幕分辨率很高建议大家购买,0
画质清晰音响效果好屏幕大装在房间里感觉在看电影一样的,0
物美价廉快递真快售后服务好,0
还不错给爷爷奶奶用够了,0
去年买了一台今年又给老家里一次买了两台性价比不错推荐,0
挺好的看的很清晰给老人买的大小也比较合适就是安装的时候别再单收元上门费就更好了这钱收的让老头很不爽不如揉在电视里,0
朋友在这家店买了说很好我果断买了两个物流超快昨天下单今天就到了插电连个无线网就可以用很舒服很方便,0
送货员非常给力一直等到调试好才走,0
第一次京东买电视收到了后功能还很多很满意的一次大家电,0
特价满便宜的挂在房间墙上不显小看过再来追评,0
感觉还好晚上下单隔天就送到了,0
电视机很快就收到了感谢送货师傅冒雨送货辛苦了电视机外观很漂亮图像清晰超级满意,0
物流真不错特别的快而且价格也可以最主要是送货上门真心给力希望越办越好让我们也能得到更多的实惠,0
电视的质量一路既往的好非常不错,0
给新装修的店里买的电视送货师傅和安装师傅的服务都很到位安装完调试好师傅才走以后电视还买,0
还不错吧索尼的牌子还是过硬的,0
一天就到了约了师傅来调试也调试好了总体来说还不错性价比挺好的,0
第二次在京东买大家电了配送及时服务好看了两三天才来评价满意星,0
电视非常完美这是第三台了之前怕质量画面用过之后放心了加上京东自营的商品质量售后更有保障还有三年会员超值,0
风行电视里边新电影更新不见快比电脑的还快内容很丰富不错的选择,0
电视清晰度高色彩好暴风的售后不错哦底座装不上打了售后电话解决了,0
买来准备新房用的发货物流都很快安装师傅也很及时来安装目前还没使用用了再来追评,0
不错,0
收到物流很快电视还没有安装先给好评,0
双买下的今天新家装好网线特意用过后再来评价画质很清音效收听也很清物流超快的服务态度好好保护着电视帮我通电验收比我还紧张哈哈安装师傅也非常好由于没零钱还少收了我块安装费,0
老人比较满意长虹电器都不错,0
质量好画质清晰不错,0
配置色值都不错千元机值得入手,0
很好性价比很高,0
电视机很不错的很赞的,0
只能说早买早享受了原本的打算是买寸的其实也就是在卧室用的后来看了一下全高清屏不买这个还买啥确实好棒画面清晰送货及时都是很好的一次购物放蓝光片也清晰的不得了好很好,0
双买的便宜块钱还算可以吧,0
可以颜值高颜色鲜艳靓丽不足处蓝牙遥控器按快电视跟不上而且放久了有点微微卡顿,0
父母很满意显示效果不错,0
电视不错价格超级便宜实惠,0
质量可以画面清晰流畅～,0
质量还不错配送速度快,0
小米电视很给力也清晰,0
不得不说安装人员服务态度很好我双十一下的单号就通知我收货由于我上班没有时间接收和配送员沟通后特地调了时间送货安装也特别专业之前选了好多牌子作比较最后选定了创维开箱验机外观设计很漂亮超薄屏幕清晰度高不刺眼并且语音功能超级喜欢特别适合老人和孩子电视机反应灵敏一点都不卡挂在影视墙上特显档次价格很接地气性价比很高比实体店便宜很多电视机真的很不错真的很不错支持国货很愉快的一次购物,0
不错,0
大品牌就是让人放心京东的送货又快又好送货员等了我二十多分钟态度一样的好,0
非常漂亮的电视机比商场便宜多了可以的,0
发货快物流迅速送货入户贴心通电试机看了下效果还不错其余功能性能等挂好用段时间再评论吧这里要对批一下一个挂架而已竟然踢出标配名单搞得需要的还得另外掏银子买鄙视,0
