id,text,label
129,送货上门 超级 快 特别 给力 装上 特 省事 特 真的 太 超值 爸妈 特别 喜欢 电视 操作 很 简单 遥控器 视频 好多 电视剧 开开心心 大屏 追剧 哈哈哈 京东 快 风行 好,0
130,物美价廉 哈真行 不错 下次 房间 再 买,0
131,物流 很快 显示 效果 不错,0
132,用过 一段时间 才 评价 电视 很 清晰 设计 漂亮 很 满意 购物 感谢 京东 谢谢 送货 小哥,0
133,很 好 两点 下单 上午 服务 很 好,0
134,京东 超级 会员 京东 买 好多 东西 很 好 售后 物流 都 很 满意 东西 超级 喜欢,0
135,物流 很快 到货 后 第二天 安装 看 效果 不错 买 物有所值 比去 商场 买 感觉 省时省力 省 不 省钱 不知 估计 贵 不 到哪去 懒 去 比价,0
136,产品质量,0
137,电视机 效果 好 颜色 出彩 画面 清晰 流畅 客服 七喜 阳光 坚果 服务 很 到位 棒棒 哒,0
138,硬屏 图像 清晰 性价比 高 希望 后期 出 质量,0
139,妈妈 说 电视机 不错 一段时间,0
140,电视机 很 满意 大小 正好 画质 音色 都 不错 很棒 橘子 西瓜 客服 棒棒 哒,0
141,不错 小米 电视 便宜 质量 不错 性价比 很 高晒单 收起 向左转 向右转,0
142,东西 收到 快递 很 力 配件 都 最起码 数据线 都,0
143,挺 好 想象 中 差不多 物流 快 送货 师傅 很 好,0
144,整体 效果 很 好 性价比 超高,0
145,安装 师傅 很 负责 说 空心 墙多加 几颗 螺丝 固定 电视 试看 下 感觉 不错 晒单 收起 向左转 向右转,0
146,挺 好,0
147,电视 好 京东 送货 快 安装 师傅 负责 态度 很 好 屏幕 清晰 价格 孩子 买 来看 动画片 不愧 孩子 很 喜欢 薄 满意,0
148,很 好 色彩 很 好 简单 易用,0
149,电视 父母 买 父母 很 满意,0
150,妈妈 买 送货 超级 快 免费 安装 送货 人员 服务 很 热情 安装 师傅 很 用心 妈妈 耐心 讲解 妈妈 说 画面 很 清晰 内容 很 家里 放着 不 大 不 占 地方 挺 好 电视,0
151,不 上 图 一句 话 还 不错,0
152,卧室 画面 挺 清晰 离近 看 颜色 会 很 诡异 安装 师傅 挺 好,0
153,京东 好 速度 快 送货 师傅 认真负责 售后 安装 态度 好,0
154,满意 双 十二 抢 卧室 买,0
155,还 还 没用 看着 挺不错 物流 挺快,0
156,东西 很 好 京东 买 东西,0
157,新疆 送货 很 态度 很 不错 安装 安装费 远 安装 装 电视 很 清晰 屏幕 些许 花 时间 很 短 网 过段时间 再,0
158,双买 电视 ～ 发货 速度 很快 ～ 第二天 送到 家里 ～ 打电话 安装 师傅 很快 ～ 外观 很漂亮 ～ 图像 关键 前期 服务 确实 不错 ～,0
159,海尔 大 品牌 售后 不错 放心,0
160,快递 服务 好好 高大,0
161,实惠 值得 购买 性价比 高 下次 再 光顾,0
162,电视 收到 画面 超 清晰,0
163,早上 下单 后 收到 货 底座 装 好 第二天 早晨 打开 电视 看 两个 大片 色彩 绚丽 音质 很 好 满意,0
164,电视 不错 借口 弊端 电视 挂墙 后 连线 顶 墙,0
165,电视机 不错 音响效果 好 画质 清晰 双十 一买 双 前两天 才 收到 货打 好多 投诉 电话 很 不 开心 耽误 一个月 时间 安装工 态度 不错 服务 安装工 点个 赞,0
166,送货 快 安装 快,0
167,大 品牌 防静电 包装 值得 信赖,0
168,暴风 电视 蛮 外观 漂亮 性价比,0
169,看起来 还 不错 电视剧 很大,0
170,很 好 购物 体验 产品 更是 没得说 画质 音质 物超所值,0
171,刚 收到 货 还 不错,0
172,电视 收到 货 整体 来说 操作界面 很 清晰 很 简洁 会 电视 遥控器 熟练 操作 风行 电视 电视 画面 清晰 包含 内容 电影 综艺 幼儿 卡通 屏幕 大 双下 单 活动 价买 超值 晒单 还给 价值 多元 风行 年 金牌 会员 更 超值 电视 值得 购买 推荐 身边 朋友,0
173,老妈 喜欢 电视 不错 不错 五星 好评,0
174,电视 很 不错 安装 很 送 儿童 会员 月 卡 还 没 送客 服说 时会 发短信,0
175,薄 看着 不错,0
176,挺 好 喜欢,0
177,东西 收到 京东 发货 太快 不错,0
178,好 电视 满意,0
179,不错 很 好 视觉效果 很棒,0
180,电视 不错 很 喜欢,0
181,双 十二 抢购 价格 很 优惠 第二天 送到 安装 特意 几天 才 评价 寸 放小 客厅 里 正好 画面 清晰 资源 部 值得 推荐 好 电视,0
182,屏幕 清晰,0
183,物超所值 晒单 收起 向左转 向右转,0
184,物流 快大 电视 看着 舒服,0
185,京东 客服 商家 客服 都 好 电视 当天 反馈 第二天 换 新 售后 好 打电话 京东 值得 信赖,0
186,不错 值,0
187,电视 还 没 师傅 上门 安装 墙上 超赞,0
188,小米 官网 贵 一块钱 嘟嘟 嘟 诺诺 头用 好 祝福 我俩 同学 看着 电视 和和美美 幸福 永久,0
189,好 挺不错 很 薄 不 占 地方,0
190,不错 很 好 性价比 很 高 值得 推荐 购买 做工 精致,0
191,好用 很 长时间 才 评论 很 清晰,0
192,买 爸妈 还 不错,0
193,东西 不错 很 实用 还会 再 买,0
194,真的 很 好 京东 快递 不用说 两天 送货上门 服务态度 很 好 电视 买值 很 清晰 儿子 挺 喜欢 看电视 连接 无线网 挺 流畅 特地 几天 再 评价,0
195,电视 很棒,0
196,价格便宜 值得 购买,0
197,饥饿 营销 永远都是 抢购 节奏 性价比 挺 高 质量 用过 才,0
198,寸 刚好 够 大 清晰度 不错 希望 质量 没 晒单 收起 向左转 向右转,0
199,不错 不错,0
200,一共 买 六台 创维 电视 值得 信赖 客服 态度 棒棒,0
201,刚到 型号 清晰度 好 破损 遥控 灵活 声音 清脆 快递 早就 送货上门 通电 等待 师傅 上门 安装,0
202,双十 一买 特意 这么久 才 评价 确实 很 满意 上门 安装 师傅 服务 很 好 后期 回访 很 十分满意 网 淘,0
203,质量 超级 棒 价格便宜,0
204,满意 五星 好评,0
205,京东 秒杀 抢 寸 便宜 一款 下单 后 第二天 送货上门 快 家中 急 没 预约 装 座 装 安装 两个 支架 很 打开 电视机 上 家中 马上 色彩 不错 在于 自带 片源 合作 片源 说 高清 安装 插上 家中 模拟信号 线,0
206,满意,0
207,送货 快 画面 清晰 功能齐全 价格便宜,0
208,无线网络 连接 很 大屏幕 看 电影 太爽了 自带 很多 好看 视频 遥控器 手感 很 好,0
209,服务 好,0
210,京东 真的 很快 昨晚 下单 早上 送到,0
211,东西 已 收到 第二次 买 三星 客服 人 很 好 谢谢 物流 很快 送货 小哥 负责人 很 好 帮 开箱 通电 画壁 电视 很漂亮 特别 边框 好,0
212,一段时间 感觉 还 不错 画质 挺 清晰 感觉 还 算 不错,0
213,飞利浦 电视 很 不错 色彩 真 好,0
214,满意,0
215,东西 还 不错 质量 人 放心,0
216,宝贝 不错 音质 效果 都 很 好,0
217,很 不错 双十 一买 屏幕 大 分辨率 足够 平时 看电视 电影 都 享受 遥控器 很 简洁 家里 老人 学习 总体 满意,0
218,感觉 挺不错 声音 画质 还 行 找 片源 小 视频 看起来 感觉 模糊 分辨率 好 高,0
219,宝贝 收到 很 好 再 物流 快,0
220,外婆 买 屏幕 色彩 很 清晰 不错,0
221,第一次 京东 购买 电器 号 下单 号 收到 货 电视 画面 清晰 棒棒 安装 师付 很 热情服务 周全 五分 好评,0
222,东西 很 实惠,0
223,电视 便宜,0
224,想象 中 大 不 露光 安装 师傅 收费 看 几天 感觉 不错,0
225,屏幕 大屏幕 色彩 算 开机 慢 音响 闷声 相比 风行 寸 更 喜欢 风行 还 送 年 会员 我家 一共 买 三台 小米 曲面 放 客厅 风行 次 卧 风暴 放主卧 风行 感觉 音响 棒 速度 快 送 会员 三年 资源 多晒单 收起 向左转 向右转,0
226,电视 不错 刚买 上 降价 还好 申请 价格 保护,0
227,日日 物流 服务 号 速度 很快 第二天,0
228,好评 买 两台 都 开箱 验机 账号 登录 看过 周末 找人来 安装 小米 印象 越发 好 段时间 后 回来 追评,0
229,电视 很 不错 家里 还 没 办网 电脑 放 几个 视频 效果 很 不错 后续 情况 再 追评,0
230,商店 用来 做 展示 符合 预期 面积 大 三星 屏 色彩 层次 都 不错 分辨率 再 回头 看 寸 没法 看 输入 接口 够用 加上 遥控器 声控 完美 顺便 提醒 机配 喇叭 只能 发声 漂亮 屏 匹配 建议 加 一套 音箱 效果 感觉 超值 节目 爽爆 体育 少儿 类 不错 值得 推荐,0
231,货已 收到 物流 速度 快 包装 完整 画质 清晰,0
232,寸 电视 超级 大 画质 音质 很 好 很 不错,0
233,电视机 清晰 很 不错,0
234,价位 来说 不错 期望值 内,0
235,客厅 小 寸 刚好 性价比 不好 号 下单 号 送到 标准 京东 速度 只安 底座 送货员 开箱 通电 无 签字 几分钟 搞定 底座 安装简单 颗 螺丝 电视 看 几天 电视 整体 塑胶 黑色 窄 画面质量 好 天威 高清 很 电视 自带 节目 资源 很多 动画片 电视剧 综艺 电影 都 不错 家里 宽带 播放 流畅,0
236,爸妈 满意 超级 清晰 好评,0
237,质量 很 好 服务态度 很 好 很 满意 购物,0
238,电视 不错 挺 好,0
239,老公 帮 叔叔 买 小米 品牌 喜欢 这次 价格 还,0
240,显示 效果 很 好 色彩 还原 真实 鲜艳 价廉物美 好 东西 关键 送 三年 会员 很 实惠 三年 会员 就够 三年 后 肯定 更好 电视,0
241,飞利浦 值得 信赖 一段时间 安装 调试 居然 收费 ⊙ ﹏ ⊙,0
242,刚 对比 好几个 牌子 最终 选择 老 品牌 东西 质量 放心 家 音箱 好 打开 试 确实 不错 做工 很 精细 外观 上档次 对得起 价钱 性价比 很 高 快递 小哥 很 力 电梯 还 没 运行 小哥 抗 上楼 早上 送来 下午 安装 服务 很 到位 这次 网购 满意 星 好评,0
243,大 品牌 质量 很 好 价格便宜 活动 价买,0
244,师傅 包送 上村 四楼 很 热情 赞 安装 调试 收点 费用 很 喜欢 价格 美丽 高清 窄 边框 客服 很 热心 解决 疑问 回复 很快 赞 一个 英寸 看着 真的 很大 气,0
245,不错,0
246,还 不错 老人家 在家 物流 安装 很 力 送货 当天 安装 好 老爸 还 特意 量 尺寸 规格 尺寸 效果 质量 后续,0
247,东西 很 好,0
248,外观 很大 气 很 薄 安装 师傅 服务 很 好,0
249,效果 不错 性价比 很 高,0
250,挺 好 老人 看 听,0
251,很 不错 价格 实惠 画质 好 暂时 没,0
252,放在 门 店里 系统 流畅 显示 清晰 不错 不错,0
253,当天 下单 第二天 早上 送到 确实 不错 摆在 客厅 高端 大气 晒单 收起 向左转 向右转 追加 昨晚 看 晚上 电影 超爱 爸妈 慢慢 消磨 时间 好几个 互联网 品牌 风行 性价比 高 便宜 价格 买 真值 收起 向左转 向右转,0
254,电视 不错 挺 声音 不错 索尼 好,0
255,好 力 颜色 鲜明 值得 买,0
256,不错 很 好 放在 我家 三楼 摆不下 太大 点,0
257,终于 收到 宝贝 东西 很 好 价美物廉 谢谢 卖家 说 实在 购物 最 满意 购物 无论是 卖家 态度 物品 都 满意 卖家 态度 很 专业 热情 有问必答 回复 很快 问 不少 都 不 烦 都 会 回答 卖家 由衷 敬意 好 卖家 可不 宝贝 正是 收到 包装 完整 打开 后 惊喜 宝贝 想象 中 还要 好 不得不 竖起 大拇指 下次 还 会 再 到时候 麻烦 优惠,0
258,满意 购物 家里 装修 新房 接近 尾声 想 买个 大点 电视 充个 门面 上网 购物 人 毛病 画质 音质 最 关注 家里 老牌子 去 商场 看中 堪称 完美 价格 高 回家 网上 找 电视 发现 雷鸟 才 子 品牌 第一印象 底座 很漂亮 果断 下单 前期 网络 下 电影 试了试 很 清晰 运动 补偿 想要 效果 朋友家 做 对比 系统 界面 一模一样 画质 音响效果 一点 哈曼 卡顿 差 性价比 高 开心 强力 支持 雷鸟,0
259,物流 很快,0
260,买 第二次 不错,0
261,双十 一买贵 退 屏幕 看着 不太好 渣 价钱 很 划算 安装 人员 真的 服务 很 好 进门 两次 自带 鞋套 耐心 帮 找 安装 合适 高度 点赞 安装费 挂架 很 便宜 安装 后米家 还 控制 电视 屌,0
262,电视 价钱 很 实惠 快递 速度 很快 两天 到货 很赞 京东 服务 很 好 电视 买回来 一段时间 挺 清晰 实体店 买不到 好 东西 支持 支持 风行,0
263,多年 康佳 好 快递 小哥 很 到位 提前 到货 安装 调试 都 很 到位 赞 一个,0
264,大 品牌 不,0
265,电视 收到 包装 很 完好 感觉 很 厚实 外观 很 好 边框 薄 黑色 会 更 显薄 开机 速度 很快 界面 切换 很 流畅 系统 强大 很 好,0
266,配送 速度 很快 农村 送到 不得不 佩服 强大 配送 网络 支持 东哥,0
267,不错,0
268,物超所值 售后服务 态度 好,0
269,很大 很 不错 喜欢 双买 很 便宜 酷开 创维 旗下 品质 很 保障 安装 师傅 很快 预约 安装 服务 不错,0
270,电视机 收到 京东 发货 很快,0
271,买 两个 风行 电视 本来 买 老人 便宜 装 好 开机 发现 太好了 性价比 很 高 屏幕 很 好 色彩 很 好 遥控器 特别 好 哈哈哈 不错 不错 还 买 风行 片源 好像 很多 专业 做电 品牌 真心 棒,0
272,电视 不错 价格合理 画面 很 清晰,0
273,信价 高质量 第一 不愧为 国字号 大 品牌机 售后服务 服务 完美 开票 很快 我家 大中小 三台 电视机 都 品牌 值得 推荐,0
274,送人 不错,0
275,双 购买 第二天 到货 安装 网上 海信 长虹 几个 品牌 选择 创维 感觉 功能强大 前卫 内存 价格 里 都 没 配置 电视机 整体 设计 时尚 显示 效果 很 惊艳 吹 盘 上 电脑 考 高清 片源 清晰度 好 色彩 鲜艳 看起来 好 立体感 身临其境 感觉 特别 图片 显示 高清 图 色彩 异常 靓丽 酷开 系统 系统 响应速度 很快 资源 挺 全金属 机身 视觉 无 边框 核 处理器 配置 好 电视 才能 运行 快 电视 外表 整体 做工 还 行 拥有 技术 广色域 技术 色彩 好 拥有 技术 广色域 技术 画质 清晰 音质 还好 杜比 解码 解码 立体 环绕 音效 搭载 酷开 系统 安装 师傅 服务态度 很 好 安装 专业 耐心 教 京东 购物 正确 选择 好评,0
276,电视 漂亮 价格 很 便宜 太好了 大大的 赞,0
277,说真的 显示器 真心 不错,0
278,电视 不错 很 有时候 会 卡,0
279,不错,0
280,物流 发货 速度 挺快 值得 推荐,0
281,父母 买 父母 挺 满意 挺 高大 上 推荐 购买,0
282,不错 美观,0
283,质量 很 好 下载 影视 很少 开机 慢,0
284,电视 漂亮 图像 清晰 值得 购买 晒单 收起 向左转 向右转,0
285,好评,0
286,朋友 不错 很 喜欢,0
287,还 没 开箱 不错 后 再 评论,0
288,家里 老人 买 很 不错 价格 实惠,0
289,挺 好 还 没 安装 送货 速度 快,0
290,电视 图像 很 清晰 质量保证 价格 物流 很快 放心 购买,0
291,外观 大气 系统 流畅 内置 工具 购物 满意,0
292,挺不错 电视 想象 中 大 快递 点赞 半夜 还 忙 送货,0
293,不错 东西 索尼公司 别出 太次 东西 免得 人 失望 丧失 品牌 信任,0
294,品质 好 服务 很 贴心,0
295,双十 对比 好 多款 电视 最终 选择 这款 风行 电视 师傅 送到 家里 试用 半个 月 才 评价 画面 很 清晰 电影 电视 资源 很 看 最新更新 电影 电视 网络 很 流畅 一点 都 不卡 性价比 超高,0
296,回来 试机 画质 清晰 外形 美观 大气 放寸 电视柜 全占满 物流 服务 到位 高清 节目 更是 表现 细致入微 卡顿 模糊 小孩 喜欢 看 手机 回家 看电视 说 教室 里 大 手机 换屏 好玩 下个 软件 带 蓝牙 功能 牌子 性价比 高 下手 犹豫,0
297,电视机 不错 双十 价格 不错 安装 师傅 收费 网页 上 价格 送货 安装 同一个 人 不 电视机 安装,0
298,这是 一款 性价比 超高 智能 网络 电视机 沪 深 上市公司 兆 驰 股份 正规 大厂 生产 电视机 京东 配送 速度 很快 支持 开箱 通电 验货 安装 人员 很 专业 智能 电视机 电视 内容 合作 电视 内容 精彩 很 满意,0
299,宝贝 很 好 海尔 售后服务 态度 一流 棒 信赖 京东 信赖 国产 大 品牌 买 电器 上 京东,0
300,安装 师傅 服务 满意 加班 安装 谢谢,0
301,快递 很 准时 服务 电视屏幕 画面 很 清晰 音质 做工 很 好 瑕疵 客服 耐心 解答 希望 耐用,0
302,满意 产品 家人 都 喜欢,0
303,爸妈 房子 刚 装完 筹划 买个 电视 我用 几年 前 买 夏普 寸 价格 就要 直下式 显示 效果 好 据说 夏普 当年 夏普 目光 转移 大法 只 直下式 兼具 性价比 锁定 系列 京东 安装 费用 元 比起 厂家 便宜 京东 一大 优势 报价 买 完 碰上 双 特价 保价 次 便宜 将近 元 加上 - 券 总共 不到 划算,0
304,做 活动 买 挺 实惠,0
305,电视屏幕 大 不错 用来 连接 电脑 显示屏 遥控器 反应迟钝 链接 不上 电脑 用来 看电视 没,0
306,很 好 不错,0
307,还 不错 喜欢,0
308,不错,0
309,自营 家电 品质 保证 暴风 电视 实惠 性价比 很 高,0
310,电视 不错 外观 漂亮 好评 好评,0
311,买 送 人 大小 很 合适 送货 很快 包装 不错,0
312,很 不错 一款 商品 很 满意,0
313,东西 还 没用 感觉 性价比 高质量 好 外观 很 高大 上 搞 活动 买 很 划算,0
314,愉快 购物 昨天 下 单子 到货 安装 师傅 细心 复合 很 好 京东 给力 夏普给力,0
315,超值 平板电视 大小 刚 合适 高清 确实 效果 好 操作 片源 百事通 很爽 再 买 两个 小 放 卧室 高性价比 之王 买,0
316,电视 不错 价钱 便宜 服务 一流 辛苦 快递 员 加工资,0
317,不错 师傅 态度 很 好 安装 顺利 电视机 很 满意,0
318,买回来 店里 还 没 装修 完 不 价格 还 不错 刚好 搞 活动 买 值,0
